date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:01	26526/26526	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:02%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/slideToggle/www.gillesdumas.com	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/slideToggle/www.gillesdumas.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:01	23847/23847	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:02%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/slideUp/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/slideUp/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:02	24288/24288	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:04%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/toggle/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/toggle/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:02	21987/21987	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:05%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:04	34417/34417	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:06%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajax/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajax/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:06	34417/34417	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:07%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajax/www@yyy.com	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajax/www_yyy.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:06	22552/22552	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:08%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxComplete/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxComplete/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:08	22669/22669	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:10%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxError/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxError/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:11	22349/22349	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:12%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxSend/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxSend/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:12	22614/22614	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:14%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxSetup/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxSetup/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:14	21974/21974	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:16%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxStart/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxStart/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:15	22292/22292	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:17%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxStop/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxStop/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:16	22603/22603	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:18%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxSuccess/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxSuccess/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:17	22647/22647	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:19%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxTimeout/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/ajaxTimeout/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:18	23160/23160	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:20%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/get/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/get/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:19	25286/25286	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:21%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/getIfModified/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/getIfModified/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:20	22705/22705	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:22%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/getJSON/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/getJSON/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:21	22625/22625	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:23%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/getScript/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/getScript/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:22	25919/25919	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:24%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/load/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/load/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:23	22787/22787	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:25%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/loadIfModified/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/loadIfModified/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:24	23512/23512	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:26%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/post/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/post/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:25	22972/22972	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:27%20GMT	http://jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/serialize/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-fonctions-AJAX/serialize/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:26	20706/20706	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:28%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:27	22485/22485	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:29%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/browser/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/browser/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:29	25787/25787	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:31%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/each/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/each/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:31	23888/23888	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:32%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/extend/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/extend/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:33	23905/23905	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:34%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/grep/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/grep/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:34	23094/23094	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:36%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/map/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/map/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:35	22565/22565	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:37%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/merge/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/merge/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:36	22210/22210	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:38%20GMT	http://jquery.jarodxxx.com/manuel/Les-inclassables/trim/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-inclassables/trim/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:37	20078/20078	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:39%20GMT	http://jquery.jarodxxx.com/manuel/Les-selecteurs/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-selecteurs/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:39	41193/41193	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:40%20GMT	http://jquery.jarodxxx.com/manuel/Les-selecteurs/selecteur/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-selecteurs/selecteur/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:09:40	41193/41193	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:42%20GMT	http://jquery.jarodxxx.com/manuel/Les-selecteurs/selecteur/www.vertige-mondain.fr	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-selecteurs/selecteur/www.vertige-mondain.html	(from http://jquery.jarodxxx.com/manuel/)
